data,produto,qtd
2024-04-13,Suco de Laranja,2.0
2024-04-13,Pão Francês,29.0
2024-04-13,Café Expresso,19.0
2024-04-13,Pão Doce,8.0
2024-04-13,Bolo de Cenoura (fatia),3.0
2024-04-13,Pão Integral (kg),1.19
2024-04-13,Biscoito Caseiro (kg),0.31
2024-04-13,Pão Doce,7.0
2024-04-13,Café Expresso,15.0
2024-04-13,Suco de Laranja,2.0
2024-04-13,Pão de Queijo,13.0
2024-04-13,Pão Francês,13.0
2024-04-13,Pão Doce,3.0
2024-04-13,Bolo de Cenoura (fatia),2.0
2024-04-13,Pão Doce,7.0
2024-04-13,Pão de Queijo,16.0
2024-04-13,Pão Francês,29.0
2024-04-13,Pão Doce,4.0
2024-04-13,Pão Francês,5.0
2024-04-13,Pão Doce,6.0
2024-04-13,Café Expresso,29.0
2024-04-13,Pão Francês,21.0
2024-04-13,Suco de Laranja,2.0
2024-04-13,Baguete,5.0
2024-04-13,Baguete,3.0
2024-04-13,Torta de Morango (fatia),3.0
2024-04-13,Pão de Queijo,12.0
2024-04-13,Pão Doce,1.0
2024-04-13,Café Expresso,21.0
2024-04-13,Baguete,3.0
2024-04-13,Baguete,2.0
2024-04-13,Bolo de Cenoura (fatia),3.0
2024-04-13,Bolo de Cenoura (fatia),1.0
2024-04-13,Café Expresso,9.0
2024-04-13,Café Expresso,9.0
2024-04-13,Pão de Queijo,20.0
2024-04-13,Suco de Laranja,2.0
2024-04-13,Baguete,2.0
2024-04-13,Baguete,7.0
2024-04-13,Suco de Laranja,8.0
2024-04-13,Café Expresso,23.0
2024-04-13,Bolo de Cenoura (fatia),2.0
2024-04-13,Café Expresso,27.0
2024-04-13,Baguete,6.0
2024-04-13,Baguete,1.0
2024-04-13,Pão de Queijo,11.0
2024-04-13,Pão Integral (kg),0.23
2024-04-13,Biscoito Caseiro (kg),0.42
2024-04-13,Bolo de Cenoura (fatia),2.0
2024-04-13,Café Expresso,28.0
2024-04-13,Torta de Morango (fatia),2.0
2024-04-13,Pão Integral (kg),1.32
2024-04-13,Pão Integral (kg),2.16
2024-04-13,Pão Doce,6.0
2024-04-13,Pão de Queijo,9.0
2024-04-13,Pão Francês,20.0
2024-04-13,Pão de Queijo,22.0
2024-04-14,Biscoito Caseiro (kg),1.68
2024-04-14,Torta de Morango (fatia),2.0
2024-04-14,Suco de Laranja,2.0
2024-04-14,Café Expresso,18.0
2024-04-14,Bolo de Cenoura (fatia),2.0
2024-04-14,Biscoito Caseiro (kg),0.85
2024-04-14,Pão Doce,2.0
2024-04-14,Biscoito Caseiro (kg),0.57
2024-04-14,Pão Doce,2.0
2024-04-14,Biscoito Caseiro (kg),0.59
2024-04-14,Baguete,1.0
2024-04-14,Pão de Queijo,23.0
2024-04-14,Café Expresso,27.0
2024-04-14,Biscoito Caseiro (kg),0.35
2024-04-14,Café Expresso,6.0
2024-04-14,Pão Integral (kg),0.49
2024-04-14,Bolo de Cenoura (fatia),2.0
2024-04-14,Café Expresso,7.0
2024-04-14,Pão Doce,7.0
2024-04-14,Bolo de Cenoura (fatia),3.0
2024-04-14,Pão Doce,8.0
2024-04-14,Suco de Laranja,7.0
2024-04-14,Torta de Morango (fatia),1.0
2024-04-14,Biscoito Caseiro (kg),0.31
2024-04-14,Bolo de Cenoura (fatia),1.0
2024-04-14,Café Expresso,26.0
2024-04-14,Baguete,6.0
2024-04-14,Bolo de Cenoura (fatia),2.0
2024-04-14,Pão de Queijo,14.0
2024-04-14,Pão de Queijo,5.0
2024-04-14,Pão Francês,26.0
2024-04-14,Bolo de Cenoura (fatia),3.0
2024-04-14,Biscoito Caseiro (kg),1.77
2024-04-14,Biscoito Caseiro (kg),0.85
2024-04-14,Suco de Laranja,5.0
2024-04-14,Biscoito Caseiro (kg),2.31
2024-04-14,Pão Doce,3.0
2024-04-14,Pão Francês,30.0
2024-04-14,Café Expresso,28.0
2024-04-14,Bolo de Cenoura (fatia),1.0
2024-04-14,Café Expresso,2.0
2024-04-14,Baguete,8.0
2024-04-14,Pão de Queijo,20.0
2024-04-14,Baguete,5.0
2024-04-14,Pão Integral (kg),1.27
2024-04-14,Baguete,5.0
2024-04-14,Baguete,1.0
2024-04-14,Pão Francês,8.0
2024-04-14,Baguete,3.0
2024-04-14,Café Expresso,7.0
2024-04-14,Pão Doce,8.0
2024-04-14,Torta de Morango (fatia),1.0
2024-04-14,Baguete,2.0
2024-04-14,Café Expresso,24.0
2024-04-14,Pão de Queijo,4.0
2024-04-14,Suco de Laranja,7.0
2024-04-14,Bolo de Cenoura (fatia),1.0
2024-04-14,Pão Integral (kg),0.28
2024-04-14,Pão Integral (kg),2.03
2024-04-14,Bolo de Cenoura (fatia),2.0
2024-04-14,Biscoito Caseiro (kg),0.57
2024-04-14,Torta de Morango (fatia),2.0
2024-04-14,Suco de Laranja,4.0
2024-04-14,Pão de Queijo,7.0
2024-04-14,Pão Francês,10.0
2024-04-14,Pão Doce,1.0
2024-04-14,Suco de Laranja,1.0
2024-04-14,Pão de Queijo,2.0
2024-04-14,Torta de Morango (fatia),2.0
2024-04-14,Pão de Queijo,6.0
2024-04-14,Bolo de Cenoura (fatia),2.0
2024-04-14,Bolo de Cenoura (fatia),3.0
2024-04-14,Bolo de Cenoura (fatia),2.0
2024-04-14,Pão Doce,4.0
2024-04-15,Bolo de Cenoura (fatia),1.0
2024-04-15,Café Expresso,25.0
2024-04-15,Café Expresso,2.0
2024-04-15,Baguete,8.0
2024-04-15,Biscoito Caseiro (kg),1.34
2024-04-15,Biscoito Caseiro (kg),0.51
2024-04-15,Baguete,1.0
2024-04-15,Torta de Morango (fatia),2.0
2024-04-15,Baguete,2.0
2024-04-15,Pão Francês,17.0
2024-04-15,Bolo de Cenoura (fatia),1.0
2024-04-15,Pão Doce,7.0
2024-04-15,Baguete,6.0
2024-04-15,Pão Doce,6.0
2024-04-15,Pão Integral (kg),0.26
2024-04-15,Torta de Morango (fatia),3.0
2024-04-15,Pão Integral (kg),1.15
2024-04-15,Bolo de Cenoura (fatia),2.0
2024-04-15,Pão Doce,3.0
2024-04-15,Biscoito Caseiro (kg),0.78
2024-04-15,Bolo de Cenoura (fatia),1.0
2024-04-15,Torta de Morango (fatia),3.0
2024-04-15,Bolo de Cenoura (fatia),3.0
2024-04-15,Pão de Queijo,22.0
2024-04-15,Suco de Laranja,5.0
2024-04-15,Suco de Laranja,7.0
2024-04-15,Café Expresso,3.0
2024-04-15,Café Expresso,10.0
2024-04-15,Pão Integral (kg),0.94
2024-04-15,Biscoito Caseiro (kg),1.23
2024-04-15,Torta de Morango (fatia),1.0
2024-04-15,Pão de Queijo,8.0
2024-04-15,Suco de Laranja,5.0
2024-04-15,Pão de Queijo,1.0
2024-04-15,Baguete,2.0
2024-04-15,Pão Integral (kg),0.34
2024-04-15,Pão de Queijo,28.0
2024-04-15,Torta de Morango (fatia),3.0
2024-04-15,Pão Integral (kg),0.13
2024-04-15,Café Expresso,6.0
2024-04-15,Pão Doce,8.0
2024-04-15,Bolo de Cenoura (fatia),2.0
2024-04-15,Biscoito Caseiro (kg),0.83
2024-04-15,Pão Integral (kg),1.52
2024-04-15,Pão Francês,15.0
2024-04-15,Pão Francês,19.0
2024-04-15,Torta de Morango (fatia),1.0
2024-04-15,Pão Integral (kg),1.94
2024-04-15,Pão Doce,2.0
2024-04-15,Pão Francês,22.0
2024-04-15,Biscoito Caseiro (kg),0.19
2024-04-15,Suco de Laranja,7.0
2024-04-15,Suco de Laranja,7.0
2024-04-15,Suco de Laranja,5.0
2024-04-15,Torta de Morango (fatia),1.0
2024-04-15,Biscoito Caseiro (kg),0.69
2024-04-15,Café Expresso,20.0
2024-04-15,Pão de Queijo,11.0
2024-04-15,Biscoito Caseiro (kg),1.33
2024-04-15,Pão Francês,17.0
2024-04-15,Baguete,8.0
2024-04-15,Biscoito Caseiro (kg),1.41
2024-04-15,Torta de Morango (fatia),1.0
2024-04-15,Pão Doce,2.0
2024-04-15,Pão Francês,10.0
2024-04-15,Torta de Morango (fatia),3.0
2024-04-15,Pão Francês,6.0
2024-04-15,Café Expresso,7.0
2024-04-15,Torta de Morango (fatia),3.0
2024-04-15,Pão Doce,2.0
2024-04-15,Bolo de Cenoura (fatia),2.0
2024-04-15,Biscoito Caseiro (kg),1.07
2024-04-15,Pão de Queijo,3.0
2024-04-16,Biscoito Caseiro (kg),1.77
2024-04-16,Baguete,2.0
2024-04-16,Pão Doce,5.0
2024-04-16,Pão Integral (kg),0.23
2024-04-16,Pão Integral (kg),1.02
2024-04-16,Suco de Laranja,1.0
2024-04-16,Suco de Laranja,5.0
2024-04-16,Pão Doce,1.0
2024-04-16,Biscoito Caseiro (kg),2.35
2024-04-16,Biscoito Caseiro (kg),1.98
2024-04-16,Bolo de Cenoura (fatia),3.0
2024-04-16,Pão de Queijo,9.0
2024-04-16,Biscoito Caseiro (kg),0.22
2024-04-16,Café Expresso,30.0
2024-04-16,Café Expresso,14.0
2024-04-16,Baguete,3.0
2024-04-16,Pão de Queijo,4.0
2024-04-16,Torta de Morango (fatia),2.0
2024-04-16,Biscoito Caseiro (kg),0.5
2024-04-16,Baguete,5.0
2024-04-16,Biscoito Caseiro (kg),1.46
2024-04-16,Pão de Queijo,17.0
2024-04-16,Baguete,4.0
2024-04-16,Suco de Laranja,6.0
2024-04-16,Pão Integral (kg),0.56
2024-04-16,Pão de Queijo,4.0
2024-04-16,Café Expresso,5.0
2024-04-16,Pão de Queijo,21.0
2024-04-16,Café Expresso,16.0
2024-04-16,Pão Doce,1.0
2024-04-16,Café Expresso,6.0
2024-04-16,Torta de Morango (fatia),1.0
2024-04-16,Biscoito Caseiro (kg),0.91
2024-04-16,Pão Doce,4.0
2024-04-16,Suco de Laranja,7.0
2024-04-16,Biscoito Caseiro (kg),1.21
2024-04-16,Baguete,1.0
2024-04-16,Biscoito Caseiro (kg),0.61
2024-04-16,Bolo de Cenoura (fatia),2.0
2024-04-16,Pão Integral (kg),1.93
2024-04-16,Café Expresso,2.0
2024-04-16,Pão de Queijo,28.0
2024-04-16,Pão Integral (kg),2.15
2024-04-16,Bolo de Cenoura (fatia),2.0
2024-04-16,Torta de Morango (fatia),1.0
2024-04-16,Biscoito Caseiro (kg),2.18
2024-04-16,Biscoito Caseiro (kg),0.46
2024-04-16,Suco de Laranja,1.0
2024-04-16,Torta de Morango (fatia),1.0
2024-04-16,Pão Doce,4.0
2024-04-16,Pão Francês,1.0
2024-04-16,Pão Integral (kg),2.02
2024-04-16,Bolo de Cenoura (fatia),1.0
2024-04-16,Pão Doce,4.0
2024-04-16,Bolo de Cenoura (fatia),3.0
2024-04-16,Pão Integral (kg),1.45
2024-04-16,Pão Doce,5.0
2024-04-17,Café Expresso,1.0
2024-04-17,Torta de Morango (fatia),1.0
2024-04-17,Pão Francês,22.0
2024-04-17,Pão Doce,4.0
2024-04-17,Pão Integral (kg),0.36
2024-04-17,Pão de Queijo,30.0
2024-04-17,Baguete,3.0
2024-04-17,Suco de Laranja,6.0
2024-04-17,Biscoito Caseiro (kg),0.8
2024-04-17,Bolo de Cenoura (fatia),1.0
2024-04-17,Suco de Laranja,7.0
2024-04-17,Pão Doce,3.0
2024-04-17,Pão Francês,25.0
2024-04-17,Pão Integral (kg),2.02
2024-04-17,Bolo de Cenoura (fatia),1.0
2024-04-17,Suco de Laranja,5.0
2024-04-17,Biscoito Caseiro (kg),0.24
2024-04-17,Torta de Morango (fatia),3.0
2024-04-17,Pão Francês,26.0
2024-04-17,Pão Integral (kg),1.67
2024-04-17,Biscoito Caseiro (kg),0.73
2024-04-17,Pão Doce,1.0
2024-04-17,Baguete,4.0
2024-04-17,Biscoito Caseiro (kg),2.28
2024-04-17,Baguete,3.0
2024-04-17,Biscoito Caseiro (kg),1.73
2024-04-17,Bolo de Cenoura (fatia),1.0
2024-04-17,Torta de Morango (fatia),3.0
2024-04-17,Biscoito Caseiro (kg),0.45
2024-04-17,Baguete,1.0
2024-04-17,Baguete,4.0
2024-04-17,Pão Francês,19.0
2024-04-17,Baguete,1.0
2024-04-17,Pão Francês,22.0
2024-04-17,Biscoito Caseiro (kg),0.79
2024-04-17,Pão Doce,5.0
2024-04-17,Bolo de Cenoura (fatia),3.0
2024-04-17,Pão Integral (kg),0.92
2024-04-17,Café Expresso,12.0
2024-04-17,Torta de Morango (fatia),3.0
2024-04-17,Bolo de Cenoura (fatia),3.0
2024-04-17,Biscoito Caseiro (kg),0.59
2024-04-17,Pão Doce,6.0
2024-04-17,Café Expresso,5.0
2024-04-17,Pão Doce,1.0
2024-04-17,Baguete,5.0
2024-04-17,Café Expresso,23.0
2024-04-17,Biscoito Caseiro (kg),0.26
2024-04-17,Bolo de Cenoura (fatia),1.0
2024-04-17,Bolo de Cenoura (fatia),2.0
2024-04-17,Biscoito Caseiro (kg),1.0
2024-04-18,Bolo de Cenoura (fatia),1.0
2024-04-18,Pão Doce,6.0
2024-04-18,Pão Francês,24.0
2024-04-18,Bolo de Cenoura (fatia),3.0
2024-04-18,Pão de Queijo,11.0
2024-04-18,Pão de Queijo,26.0
2024-04-18,Biscoito Caseiro (kg),0.85
2024-04-18,Bolo de Cenoura (fatia),1.0
2024-04-18,Baguete,3.0
2024-04-18,Biscoito Caseiro (kg),1.07
2024-04-18,Pão Doce,8.0
2024-04-18,Café Expresso,26.0
2024-04-18,Pão Doce,5.0
2024-04-18,Pão Francês,26.0
2024-04-18,Biscoito Caseiro (kg),1.34
2024-04-18,Bolo de Cenoura (fatia),1.0
2024-04-18,Pão Integral (kg),1.55
2024-04-18,Café Expresso,27.0
2024-04-18,Biscoito Caseiro (kg),1.07
2024-04-18,Biscoito Caseiro (kg),1.28
2024-04-18,Pão Francês,13.0
2024-04-18,Pão de Queijo,19.0
2024-04-18,Bolo de Cenoura (fatia),3.0
2024-04-18,Torta de Morango (fatia),1.0
2024-04-18,Pão Doce,6.0
2024-04-18,Bolo de Cenoura (fatia),2.0
2024-04-18,Pão Doce,4.0
2024-04-18,Pão Integral (kg),0.27
2024-04-18,Biscoito Caseiro (kg),2.42
2024-04-18,Torta de Morango (fatia),3.0
2024-04-18,Pão Francês,14.0
2024-04-18,Pão Doce,8.0
2024-04-18,Pão Francês,2.0
2024-04-18,Bolo de Cenoura (fatia),1.0
2024-04-18,Café Expresso,5.0
2024-04-18,Café Expresso,1.0
2024-04-18,Suco de Laranja,4.0
2024-04-18,Bolo de Cenoura (fatia),1.0
2024-04-18,Pão de Queijo,9.0
2024-04-18,Pão de Queijo,13.0
2024-04-18,Pão Integral (kg),1.26
2024-04-18,Bolo de Cenoura (fatia),3.0
2024-04-18,Torta de Morango (fatia),3.0
2024-04-18,Café Expresso,20.0
2024-04-18,Suco de Laranja,6.0
2024-04-18,Torta de Morango (fatia),1.0
2024-04-18,Baguete,2.0
2024-04-18,Torta de Morango (fatia),3.0
2024-04-18,Bolo de Cenoura (fatia),2.0
2024-04-18,Biscoito Caseiro (kg),2.33
2024-04-18,Baguete,6.0
2024-04-18,Pão Integral (kg),1.93
2024-04-18,Pão Doce,8.0
2024-04-18,Pão Francês,29.0
2024-04-18,Pão de Queijo,21.0
2024-04-18,Pão Integral (kg),1.59
2024-04-18,Café Expresso,29.0
2024-04-18,Pão Francês,1.0
2024-04-18,Baguete,2.0
2024-04-18,Pão Doce,5.0
2024-04-18,Pão de Queijo,10.0
2024-04-18,Torta de Morango (fatia),2.0
2024-04-18,Biscoito Caseiro (kg),1.73
2024-04-18,Baguete,7.0
2024-04-18,Pão Doce,1.0
2024-04-18,Torta de Morango (fatia),2.0
2024-04-18,Torta de Morango (fatia),3.0
2024-04-18,Pão Doce,1.0
2024-04-18,Café Expresso,6.0
2024-04-18,Pão de Queijo,4.0
2024-04-18,Pão de Queijo,19.0
2024-04-18,Bolo de Cenoura (fatia),3.0
2024-04-18,Pão Integral (kg),0.82
2024-04-18,Biscoito Caseiro (kg),0.12
2024-04-18,Biscoito Caseiro (kg),0.2
2024-04-18,Café Expresso,11.0
2024-04-18,Torta de Morango (fatia),1.0
2024-04-18,Pão Francês,16.0
2024-04-19,Suco de Laranja,7.0
2024-04-19,Pão Francês,30.0
2024-04-19,Pão Francês,21.0
2024-04-19,Pão Doce,7.0
2024-04-19,Torta de Morango (fatia),2.0
2024-04-19,Torta de Morango (fatia),2.0
2024-04-19,Suco de Laranja,3.0
2024-04-19,Biscoito Caseiro (kg),0.86
2024-04-19,Torta de Morango (fatia),1.0
2024-04-19,Pão Doce,2.0
2024-04-19,Bolo de Cenoura (fatia),3.0
2024-04-19,Bolo de Cenoura (fatia),2.0
2024-04-19,Torta de Morango (fatia),3.0
2024-04-19,Biscoito Caseiro (kg),0.99
2024-04-19,Pão de Queijo,28.0
2024-04-19,Pão Doce,1.0
2024-04-19,Pão de Queijo,28.0
2024-04-19,Biscoito Caseiro (kg),1.3
2024-04-19,Café Expresso,12.0
2024-04-19,Pão Doce,1.0
2024-04-19,Bolo de Cenoura (fatia),3.0
2024-04-19,Biscoito Caseiro (kg),1.53
2024-04-19,Suco de Laranja,6.0
2024-04-19,Pão Integral (kg),2.47
2024-04-19,Pão Francês,22.0
2024-04-19,Pão de Queijo,16.0
2024-04-19,Pão Integral (kg),0.14
2024-04-19,Biscoito Caseiro (kg),2.45
2024-04-19,Café Expresso,11.0
2024-04-19,Café Expresso,2.0
2024-04-19,Café Expresso,1.0
2024-04-19,Suco de Laranja,1.0
2024-04-19,Torta de Morango (fatia),2.0
2024-04-19,Torta de Morango (fatia),1.0
2024-04-19,Biscoito Caseiro (kg),1.62
2024-04-19,Torta de Morango (fatia),1.0
2024-04-19,Torta de Morango (fatia),1.0
2024-04-19,Torta de Morango (fatia),2.0
2024-04-19,Pão Francês,12.0
2024-04-19,Suco de Laranja,3.0
2024-04-19,Pão Doce,7.0
2024-04-19,Pão Integral (kg),0.31
2024-04-19,Torta de Morango (fatia),3.0
2024-04-20,Pão Doce,3.0
2024-04-20,Suco de Laranja,1.0
2024-04-20,Baguete,2.0
2024-04-20,Pão Doce,7.0
2024-04-20,Biscoito Caseiro (kg),1.92
2024-04-20,Torta de Morango (fatia),1.0
2024-04-20,Café Expresso,14.0
2024-04-20,Pão Doce,2.0
2024-04-20,Biscoito Caseiro (kg),2.3
2024-04-20,Pão de Queijo,21.0
2024-04-20,Pão Doce,2.0
2024-04-20,Suco de Laranja,7.0
2024-04-20,Pão Francês,21.0
2024-04-20,Torta de Morango (fatia),3.0
2024-04-20,Suco de Laranja,1.0
2024-04-20,Torta de Morango (fatia),3.0
2024-04-20,Pão Doce,1.0
2024-04-20,Café Expresso,7.0
2024-04-20,Suco de Laranja,5.0
2024-04-20,Pão Doce,6.0
2024-04-20,Pão Integral (kg),1.17
2024-04-20,Pão Integral (kg),0.66
2024-04-20,Pão Francês,22.0
2024-04-20,Pão Doce,4.0
2024-04-20,Baguete,7.0
2024-04-20,Pão Doce,5.0
2024-04-20,Suco de Laranja,5.0
2024-04-20,Suco de Laranja,1.0
2024-04-20,Torta de Morango (fatia),1.0
2024-04-20,Pão Francês,3.0
2024-04-20,Bolo de Cenoura (fatia),2.0
2024-04-20,Pão Integral (kg),0.32
2024-04-20,Torta de Morango (fatia),2.0
2024-04-20,Baguete,3.0
2024-04-20,Baguete,6.0
2024-04-20,Pão de Queijo,15.0
2024-04-20,Suco de Laranja,8.0
2024-04-20,Pão Integral (kg),1.43
2024-04-20,Baguete,4.0
2024-04-20,Bolo de Cenoura (fatia),1.0
2024-04-20,Pão Doce,6.0
2024-04-20,Torta de Morango (fatia),2.0
2024-04-20,Pão Francês,10.0
2024-04-20,Biscoito Caseiro (kg),1.9
2024-04-20,Baguete,6.0
2024-04-20,Pão Francês,8.0
2024-04-20,Suco de Laranja,8.0
2024-04-20,Suco de Laranja,5.0
2024-04-21,Biscoito Caseiro (kg),1.96
2024-04-21,Biscoito Caseiro (kg),1.68
2024-04-21,Baguete,8.0
2024-04-21,Baguete,8.0
2024-04-21,Pão Integral (kg),0.74
2024-04-21,Pão Integral (kg),1.77
2024-04-21,Pão Integral (kg),1.48
2024-04-21,Baguete,1.0
2024-04-21,Pão Francês,8.0
2024-04-21,Pão de Queijo,15.0
2024-04-21,Café Expresso,21.0
2024-04-21,Pão Integral (kg),1.3
2024-04-21,Biscoito Caseiro (kg),0.61
2024-04-21,Torta de Morango (fatia),1.0
2024-04-21,Pão Integral (kg),1.64
2024-04-21,Suco de Laranja,4.0
2024-04-21,Pão Francês,30.0
2024-04-21,Pão Francês,17.0
2024-04-21,Pão Francês,2.0
2024-04-21,Suco de Laranja,6.0
2024-04-21,Café Expresso,4.0
2024-04-21,Biscoito Caseiro (kg),1.24
2024-04-21,Pão Doce,1.0
2024-04-21,Torta de Morango (fatia),2.0
2024-04-21,Café Expresso,24.0
2024-04-21,Biscoito Caseiro (kg),1.8
2024-04-21,Pão Integral (kg),0.66
2024-04-21,Bolo de Cenoura (fatia),2.0
2024-04-21,Biscoito Caseiro (kg),2.17
2024-04-21,Bolo de Cenoura (fatia),3.0
2024-04-21,Pão Francês,5.0
2024-04-21,Biscoito Caseiro (kg),2.23
2024-04-21,Pão Francês,8.0
2024-04-21,Pão Doce,5.0
2024-04-21,Baguete,6.0
2024-04-21,Suco de Laranja,8.0
2024-04-21,Pão de Queijo,9.0
2024-04-21,Pão Francês,3.0
2024-04-21,Café Expresso,5.0
2024-04-21,Torta de Morango (fatia),1.0
2024-04-21,Café Expresso,1.0
2024-04-21,Suco de Laranja,4.0
2024-04-21,Suco de Laranja,2.0
2024-04-21,Torta de Morango (fatia),1.0
2024-04-21,Bolo de Cenoura (fatia),1.0
2024-04-21,Pão Integral (kg),1.76
2024-04-21,Suco de Laranja,6.0
2024-04-21,Pão Integral (kg),1.22
2024-04-21,Baguete,6.0
2024-04-22,Torta de Morango (fatia),3.0
2024-04-22,Pão de Queijo,28.0
2024-04-22,Baguete,7.0
2024-04-22,Pão Doce,4.0
2024-04-22,Bolo de Cenoura (fatia),3.0
2024-04-22,Pão Integral (kg),0.85
2024-04-22,Biscoito Caseiro (kg),1.87
2024-04-22,Pão Integral (kg),1.64
2024-04-22,Pão Integral (kg),0.19
2024-04-22,Baguete,6.0
2024-04-22,Pão Doce,3.0
2024-04-22,Torta de Morango (fatia),1.0
2024-04-22,Biscoito Caseiro (kg),1.97
2024-04-22,Biscoito Caseiro (kg),1.52
2024-04-22,Baguete,8.0
2024-04-22,Torta de Morango (fatia),3.0
2024-04-22,Torta de Morango (fatia),2.0
2024-04-22,Pão Doce,1.0
2024-04-22,Pão Doce,1.0
2024-04-22,Pão Doce,4.0
2024-04-22,Café Expresso,21.0
2024-04-22,Torta de Morango (fatia),1.0
2024-04-22,Pão Doce,8.0
2024-04-22,Café Expresso,5.0
2024-04-22,Pão Francês,1.0
2024-04-22,Torta de Morango (fatia),2.0
2024-04-22,Pão Integral (kg),0.92
2024-04-22,Café Expresso,14.0
2024-04-22,Torta de Morango (fatia),3.0
2024-04-22,Suco de Laranja,1.0
2024-04-22,Baguete,5.0
2024-04-22,Baguete,8.0
2024-04-22,Pão de Queijo,15.0
2024-04-22,Torta de Morango (fatia),1.0
2024-04-22,Pão de Queijo,16.0
2024-04-22,Pão de Queijo,21.0
2024-04-22,Pão Integral (kg),1.72
2024-04-22,Pão Doce,6.0
2024-04-22,Café Expresso,4.0
2024-04-22,Baguete,3.0
2024-04-22,Pão Francês,18.0
2024-04-22,Biscoito Caseiro (kg),0.92
2024-04-22,Suco de Laranja,8.0
2024-04-22,Pão Francês,2.0
2024-04-22,Bolo de Cenoura (fatia),2.0
2024-04-22,Pão Integral (kg),1.4
2024-04-22,Torta de Morango (fatia),3.0
2024-04-22,Pão Doce,3.0
2024-04-22,Pão Integral (kg),1.5
2024-04-22,Pão de Queijo,20.0
2024-04-22,Pão Francês,5.0
2024-04-22,Café Expresso,8.0
2024-04-22,Pão Integral (kg),0.46
2024-04-22,Torta de Morango (fatia),1.0
2024-04-22,Bolo de Cenoura (fatia),2.0
2024-04-22,Biscoito Caseiro (kg),0.74
2024-04-22,Biscoito Caseiro (kg),1.23
2024-04-22,Baguete,4.0
2024-04-22,Baguete,3.0
2024-04-22,Torta de Morango (fatia),2.0
2024-04-22,Café Expresso,28.0
2024-04-22,Pão Doce,1.0
2024-04-22,Café Expresso,14.0
2024-04-22,Pão Doce,8.0
2024-04-22,Baguete,1.0
2024-04-22,Café Expresso,14.0
2024-04-22,Pão de Queijo,25.0
2024-04-22,Baguete,6.0
2024-04-22,Torta de Morango (fatia),3.0
2024-04-22,Baguete,6.0
2024-04-22,Bolo de Cenoura (fatia),2.0
2024-04-22,Baguete,1.0
2024-04-22,Pão Francês,8.0
2024-04-22,Café Expresso,29.0
2024-04-22,Suco de Laranja,7.0
2024-04-22,Pão Integral (kg),0.52
2024-04-23,Pão Francês,9.0
2024-04-23,Pão Doce,2.0
2024-04-23,Torta de Morango (fatia),2.0
2024-04-23,Baguete,8.0
2024-04-23,Torta de Morango (fatia),2.0
2024-04-23,Torta de Morango (fatia),2.0
2024-04-23,Biscoito Caseiro (kg),1.02
2024-04-23,Baguete,5.0
2024-04-23,Pão de Queijo,23.0
2024-04-23,Torta de Morango (fatia),1.0
2024-04-23,Baguete,6.0
2024-04-23,Bolo de Cenoura (fatia),3.0
2024-04-23,Torta de Morango (fatia),2.0
2024-04-23,Pão Francês,26.0
2024-04-23,Baguete,6.0
2024-04-23,Bolo de Cenoura (fatia),1.0
2024-04-23,Baguete,2.0
2024-04-23,Suco de Laranja,1.0
2024-04-23,Pão Francês,5.0
2024-04-23,Biscoito Caseiro (kg),0.91
2024-04-23,Bolo de Cenoura (fatia),3.0
2024-04-23,Bolo de Cenoura (fatia),1.0
2024-04-23,Suco de Laranja,7.0
2024-04-23,Pão de Queijo,15.0
2024-04-23,Suco de Laranja,8.0
2024-04-23,Pão Integral (kg),0.82
2024-04-23,Pão Doce,2.0
2024-04-23,Baguete,3.0
2024-04-23,Pão de Queijo,13.0
2024-04-23,Suco de Laranja,7.0
2024-04-23,Pão Integral (kg),0.87
2024-04-23,Pão Integral (kg),1.52
2024-04-24,Bolo de Cenoura (fatia),2.0
2024-04-24,Baguete,5.0
2024-04-24,Café Expresso,24.0
2024-04-24,Suco de Laranja,2.0
2024-04-24,Biscoito Caseiro (kg),2.12
2024-04-24,Pão Doce,8.0
2024-04-24,Biscoito Caseiro (kg),1.91
2024-04-24,Café Expresso,10.0
2024-04-24,Baguete,4.0
2024-04-24,Biscoito Caseiro (kg),1.98
2024-04-24,Pão Doce,1.0
2024-04-24,Pão Doce,7.0
2024-04-24,Baguete,1.0
2024-04-24,Pão de Queijo,4.0
2024-04-24,Pão Francês,13.0
2024-04-24,Pão de Queijo,13.0
2024-04-24,Suco de Laranja,4.0
2024-04-24,Pão de Queijo,12.0
2024-04-24,Pão de Queijo,13.0
2024-04-24,Pão Doce,7.0
2024-04-24,Pão Integral (kg),1.59
2024-04-24,Bolo de Cenoura (fatia),2.0
2024-04-24,Pão Francês,6.0
2024-04-24,Baguete,2.0
2024-04-24,Biscoito Caseiro (kg),1.98
2024-04-24,Pão Doce,5.0
2024-04-24,Suco de Laranja,3.0
2024-04-24,Pão Integral (kg),1.82
2024-04-24,Bolo de Cenoura (fatia),3.0
2024-04-24,Biscoito Caseiro (kg),2.49
2024-04-24,Pão Doce,2.0
2024-04-24,Pão Doce,2.0
2024-04-24,Pão de Queijo,19.0
2024-04-24,Biscoito Caseiro (kg),0.51
2024-04-24,Pão de Queijo,25.0
2024-04-24,Torta de Morango (fatia),2.0
2024-04-24,Biscoito Caseiro (kg),0.64
